id,sumodb_id,nsk_id,ring_name,current_rank,heya,birthday,height,weight,debut,retirement,total_wins,total_losses,total_matches
3666,290,0,Tamatsurugi Junya,,Tamanoi,1979-09-26T00:00:00Z,182.0,146.7,199503,2004-07-01T00:00:00Z,177,140,317
7437,10485,0,Ehimeiwa,,-,0001-01-01T00:00:00Z,,,195405,1958-03-01T00:00:00Z,3,5,8
4898,1080,0,Wakasakaguchi Kazunari,,Magaki,1984-10-12T00:00:00Z,173.0,121.0,200003,2001-05-01T00:00:00Z,7,17,24
8294,6909,0,Oginonami,,Tomozuna,1940-02-21T00:00:00Z,,,195805,1963-01-01T00:00:00Z,94,114,208
8487,11666,0,Hokkairyu,,-,0001-01-01T00:00:00Z,,,196409,1965-05-01T00:00:00Z,10,11,21
4989,108,0,Ominato Shoji#,,Minato,1968-10-03T00:00:00Z,181.0,132.0,198403,2000-03-01T00:00:00Z,341,294,635
2824,8711,0,Yamaoka,,Hanakago,1946-10-01T00:00:00Z,175.0,78.0,196505,1967-03-01T00:00:00Z,33,30,63
4078,12218,0,Toshinofuji Yuya,,Isegahama,1996-11-14T00:00:00Z,182.0,118.0,201503,2016-07-01T00:00:00Z,26,23,49
5075,262,0,Takegaki Hajime,,Tatsutagawa,1977-10-10T00:00:00Z,179.0,133.5,199303,1999-07-01T00:00:00Z,137,122,259
4721,6462,0,Awatayama Takuma,,Dewanoumi,1988-08-25T00:00:00Z,172.0,99.0,200501,2005-05-01T00:00:00Z,2,5,7
1566,2614,0,Hakkonishiki#,,Hanakago,1964-10-23T00:00:00Z,184.3,107.0,198003,1981-11-01T00:00:00Z,30,26,56
6955,997,0,Hattori Tsuyoshi,,Taiho,1982-01-17T00:00:00Z,173.0,177.0,199907,1999-09-01T00:00:00Z,0,0,0
4172,1216,0,Ryuoyama Tsuyoshi,,Tamanoi,1983-07-20T00:00:00Z,178.5,125.5,200111,2014-11-01T00:00:00Z,261,273,534
5343,2802,0,Higonoryu Takara,,Kiriyama,1981-11-07T00:00:00Z,176.0,135.0,199703,1998-05-01T00:00:00Z,4,3,7
5194,195,0,Akanafuji Yuya,,Ajigawa,1977-04-29T00:00:00Z,176.0,119.5,199511,1998-09-01T00:00:00Z,60,46,106
2065,8224,0,Amaminada,,Mihogaseki,1956-03-04T00:00:00Z,173.5,75.0,197401,1976-01-01T00:00:00Z,38,37,75
6423,7226,0,Ouchi,,Kokonoe,0001-01-01T00:00:00Z,,,198605,1988-05-01T00:00:00Z,31,46,77
8281,11094,0,Kichio,,Tokitsukaze,1938-03-02T00:00:00Z,,,195805,1962-09-01T00:00:00Z,92,102,194
7022,7605,0,Iwano,,-,0001-01-01T00:00:00Z,,,198305,1983-09-01T00:00:00Z,5,2,7
7053,7786,0,Kiryuzato,,Takadagawa,0001-01-01T00:00:00Z,,,198709,1988-01-01T00:00:00Z,0,0,0
7677,10965,0,Kanenoumi,,-,0001-01-01T00:00:00Z,,,195703,1958-05-01T00:00:00Z,4,4,8
59,11943,3334,Hakuyozan,Juryo 12 East,Takadagawa,1995-01-27T15:00:00Z,187.0,180.0,201105,,382,333,715
117,12597,3988,Nabatame,Juryo 14 West,Futagoyama,2002-02-22T00:00:00Z,176.0,149.0,202001,,108,76,184
8323,11279,0,Nekatayama,,Tomozuna,1943-07-17T00:00:00Z,,,195907,1964-05-01T00:00:00Z,96,112,208
4656,6638,0,Kotonakano Masatoshi,,Sadogatake,1990-05-10T00:00:00Z,170.0,94.0,200603,2006-11-01T00:00:00Z,7,7,14
869,1491,0,Kotogaiwa Koji#,,Sadogatake,1961-06-07T00:00:00Z,183.6,96.0,197705,1989-05-01T00:00:00Z,247,235,482
1582,7854,0,Matsudo,,-,0001-01-01T00:00:00Z,,,198003,1980-09-01T00:00:00Z,0,2,2
4307,11858,0,Kotonanba Yuki,,Sadogatake,1995-03-25T00:00:00Z,176.0,85.5,201003,2012-03-01T00:00:00Z,29,42,71
6231,2037,0,Kaho Fumio,,Takadagawa,1969-07-30T00:00:00Z,,,198905,1990-11-01T00:00:00Z,22,15,37
8384,11472,0,Shizunoumi,,Isegahama,1938-04-01T00:00:00Z,,,196109,1962-11-01T00:00:00Z,15,13,28
2619,8621,0,Kanenosato,,Takashima,1951-06-09T00:00:00Z,173.0,78.0,196705,1970-01-01T00:00:00Z,37,47,84
4038,277,0,Wakaseiryu Kenji,,Magaki,1976-11-04T00:00:00Z,177.5,151.5,199203,2003-09-01T00:00:00Z,231,224,455
7281,7863,0,Hironoumi,,Kokonoe,1964-07-20T00:00:00Z,181.0,95.0,198005,1980-09-01T00:00:00Z,0,0,0
5566,1530,0,Miyauchi Terukazu#,,Kasugano,1960-07-06T00:00:00Z,181.0,166.0,198101,1992-01-01T00:00:00Z,234,224,458
8410,11466,0,Tochitsugaru,,Kasugano,1941-08-29T00:00:00Z,,,196109,1962-01-01T00:00:00Z,3,5,8
2469,4009,0,Hirokawa Taizo,,Miyagino,1937-05-28T00:00:00Z,177.0,141.0,195303,1969-01-01T00:00:00Z,407,427,834
7214,8252,0,Isozaki,,Isenoumi,1959-05-15T00:00:00Z,,,197503,1975-11-01T00:00:00Z,8,6,14
2449,5543,0,Kiyomiyama,,Miyagino,1954-02-27T00:00:00Z,,,196909,1970-09-01T00:00:00Z,13,15,28
1991,5479,0,Terusatsuma,,Tokitsukaze,1954-06-13T00:00:00Z,181.0,135.0,197001,1975-09-01T00:00:00Z,98,112,210
8718,5278,0,Miyamoto,,-,0001-01-01T00:00:00Z,,,196303,1963-05-01T00:00:00Z,0,7,7
7353,5843,0,Tatsumiryu Akira#,,Nishonoseki,0001-01-01T00:00:00Z,,,195001,1958-05-01T00:00:00Z,7,9,16
7107,7775,0,Chibaarashi,,Wakamatsu,0001-01-01T00:00:00Z,,,198703,1987-05-01T00:00:00Z,0,0,0
7296,7961,0,Shinoda,,Michinoku,1961-05-25T00:00:00Z,177.0,100.0,197909,1979-11-01T00:00:00Z,0,0,0
1138,5096,0,Hagakureyama Takeshi#,,Oshiogawa,1962-06-17T00:00:00Z,182.7,130.0,197803,1987-07-01T00:00:00Z,198,187,385
5282,2386,0,Dewanosho Hideyasu,,Dewanoumi,1974-09-19T00:00:00Z,180.6,118.5,199209,1997-09-01T00:00:00Z,98,98,196
129,1266,2476,Nionoumi,Sandanme 15 East,Yamahibiki,1986-12-16T00:00:00Z,173.0,144.0,200203,,517,497,1014
8325,11232,0,Takasegawa,,Izutsu,1942-08-16T00:00:00Z,,,195905,1963-09-01T00:00:00Z,91,97,188
273,12306,3697,Akatora,Sandanme 44 West,Shikihide,1998-03-01T00:00:00Z,168.0,67.0,201603,,169,174,343
3439,11821,0,Ryuonami Katsuteru,,Tatsunami,1987-09-12T00:00:00Z,187.0,128.5,201001,2017-03-01T00:00:00Z,156,129,285
1831,8088,0,Tamanaha,,Taiho,1959-08-15T00:00:00Z,176.0,75.0,197503,1977-07-01T00:00:00Z,41,50,91
2708,8761,0,Tamamitsugu,,Kataonami,1946-12-10T00:00:00Z,,,196401,1967-05-01T00:00:00Z,56,70,126
5770,1714,0,Koken,,Asahiyama,1972-03-30T00:00:00Z,177.5,112.0,198703,1991-07-01T00:00:00Z,74,87,161
2664,8820,0,Haya,,Tatsunami,1950-09-12T00:00:00Z,174.0,90.0,196801,1969-07-01T00:00:00Z,19,21,40
587,12786,0,Kosei,Jonidan 59 West,Minato,2006-02-02T00:00:00Z,181.0,115.0,202211,2024-01-31T00:00:00Z,21,13,34
4199,12135,0,Asakasai Yuto,,Takasago,1998-11-16T00:00:00Z,173.0,98.0,201403,2014-09-01T00:00:00Z,4,3,7
5844,1908,0,Takabayama,,Naruto,1972-06-18T00:00:00Z,180.0,134.0,198803,1991-09-01T00:00:00Z,59,69,128
6520,6719,0,Kunikaze,,Oguruma,1971-07-10T00:00:00Z,173.0,92.0,198803,1988-09-01T00:00:00Z,6,7,13
1259,1335,0,Takanofuji Tadao,,Kokonoe,1963-10-09T00:00:00Z,192.0,143.0,197903,1992-05-01T00:00:00Z,418,459,877
4819,1096,0,Wakatanaka Kenta,,Magaki,1984-10-30T00:00:00Z,180.0,124.0,200005,2001-09-01T00:00:00Z,19,23,42
7391,10525,0,Tsunehikari,,-,0001-01-01T00:00:00Z,,,195409,1961-03-01T00:00:00Z,63,84,147
2042,5165,0,Daizen# Katsuyoshi#,,Kataonami,1948-05-07T00:00:00Z,180.5,102.0,196405,1975-09-01T00:00:00Z,232,215,447
337,5954,2637,Asanojo,Sandanme 52 West,Takasago,1986-09-03T00:00:00Z,174.5,114.3,200401,,404,426,830
3872,465,0,Tsuteno Tatsuya,,Nakamura,1976-08-10T00:00:00Z,180.0,136.0,199205,2006-07-01T00:00:00Z,280,294,574
3508,939,0,Kimuragawa Yutaka,,Isenoumi,1983-07-21T00:00:00Z,176.0,110.5,199903,2002-05-01T00:00:00Z,39,73,112
5775,1822,0,Wakamayama,,Magaki,1972-07-28T00:00:00Z,191.5,152.0,198803,1991-05-01T00:00:00Z,40,34,74
5205,775,0,Akaneya Natsuki,,Minato,1981-08-11T00:00:00Z,187.0,112.0,199703,1998-11-01T00:00:00Z,9,38,47
3383,11823,0,Kozan Kohei,,Oitekaze,1992-01-19T00:00:00Z,179.0,85.5,201001,2016-11-01T00:00:00Z,131,142,273
4182,1232,0,Taketoba Taku,,Miyagino,1984-03-11T00:00:00Z,172.6,121.0,200201,2014-09-01T00:00:00Z,244,247,491
7001,2382,0,Umemoto Hiroshi,,Mihogaseki,1975-10-25T00:00:00Z,173.0,95.0,199207,1993-01-01T00:00:00Z,0,0,0
1942,8190,0,Tenzan,,Hanakago,1952-05-01T00:00:00Z,181.0,92.0,196705,1976-07-01T00:00:00Z,168,191,359
7524,10289,0,Masayama#,,-,0001-01-01T00:00:00Z,,,195209,1960-01-01T00:00:00Z,38,58,96
951,4135,0,Oko Itsuo,,Tomozuna,1956-08-17T00:00:00Z,179.0,146.0,197009,1985-11-01T00:00:00Z,345,330,675
3040,5808,0,Kasai Noriichi#,,Nishonoseki,1943-11-06T00:00:00Z,,,196107,1966-07-01T00:00:00Z,108,92,200
2200,8450,0,Shishido,,Isegahama,1948-01-28T00:00:00Z,180.3,105.0,196511,1973-05-01T00:00:00Z,147,147,294
6277,2103,0,Takahashi Hirokazu,,Nakamura,1974-07-03T00:00:00Z,175.0,93.0,199003,1991-05-01T00:00:00Z,4,3,7
2990,8741,0,Tamaminato,,Kataonami,1943-08-28T00:00:00Z,,,196111,1966-11-01T00:00:00Z,97,102,199
2584,8619,0,Miyanojo#,,Izutsu,1950-05-31T00:00:00Z,174.0,85.5,196605,1969-05-01T00:00:00Z,39,45,84
1837,4290,0,Kenryu Hatsutaro,,Oguruma,1946-01-02T00:00:00Z,180.0,93.0,196403,1978-03-01T00:00:00Z,343,296,639
1292,1496,0,Seionada Kozo,,Isegahama,1960-10-20T00:00:00Z,177.0,187.0,197905,1989-09-01T00:00:00Z,223,203,426
2391,8566,0,Samukazeyama#,,Hanakago,1949-01-02T00:00:00Z,178.5,92.0,196707,1970-09-01T00:00:00Z,60,52,112
7882,9045,0,Imamoto,,Asahiyama,1955-07-17T00:00:00Z,180.0,110.0,197211,1973-01-01T00:00:00Z,0,0,0
2678,4247,0,Wakabayama Tsuyoshi,,Tokitsukaze,1946-11-07T00:00:00Z,183.0,91.0,196207,1968-01-01T00:00:00Z,171,170,341
3509,1056,0,Kuroki Katsuhiko,,Naruto,1984-06-01T00:00:00Z,178.5,129.5,200003,2004-09-01T00:00:00Z,89,84,173
4075,12066,0,Kaikoki Yusuke,,Tomozuna,1997-11-05T00:00:00Z,171.0,98.5,201303,2016-07-01T00:00:00Z,41,91,132
3120,6491,0,Ikioi Shota,,Isenoumi,1986-10-11T00:00:00Z,194.0,157.0,200503,2021-07-01T00:00:00Z,546,545,1091
841,7261,0,Kagami,,Dewanoumi,1960-06-08T00:00:00Z,178.0,94.5,197603,1987-05-01T00:00:00Z,214,227,441
3173,12470,0,Kizakiumi Shinnosuke,,Kise,1995-05-05T00:00:00Z,174.0,146.0,201803,2020-09-01T00:00:00Z,82,64,146
309,12426,0,Miyakogawa,Jonokuchi 12 West,Isenoumi,1998-11-22T00:00:00Z,175.0,95.0,201705,2024-01-31T00:00:00Z,125,134,259
364,12286,3677,Daisho,Jonidan 20 East,Oitekaze,2000-06-04T00:00:00Z,169.0,131.0,201603,,163,174,337
4125,6497,0,Daido Kenji,,Onomatsu,1982-08-21T00:00:00Z,187.0,160.5,200503,2016-01-01T00:00:00Z,347,333,680
1336,3892,0,Futaseyama Shogo,,Asahiyama,1921-08-07T00:00:00Z,169.0,108.0,193805,1958-05-01T00:00:00Z,9,21,30
5557,1836,0,Maedaiko Ichiro#,,Takadagawa,1973-08-13T00:00:00Z,181.0,165.0,198805,1995-09-01T00:00:00Z,135,139,274
46,12107,3498,Ichinojo,Maegashira 13 West,Minato,1993-04-07T00:00:00Z,190.0,183.0,201311,2023-05-04T00:00:00Z,408,328,736
8787,11369,0,Tachiisami,,-,0001-01-01T00:00:00Z,,,196007,1961-07-01T00:00:00Z,10,18,28
2957,5673,0,Tachigami#,,Tatsunami,1938-09-18T00:00:00Z,,,195609,1965-07-01T00:00:00Z,180,148,328
7663,10898,0,Ryugatake,,-,0001-01-01T00:00:00Z,,,195701,1960-01-01T00:00:00Z,45,51,96
5347,855,0,Yasutomi Shigeo,,Ajigawa,1979-07-20T00:00:00Z,186.0,122.0,199809,1999-01-01T00:00:00Z,4,3,7
7046,7221,0,Kasugamori,,Kasugayama,0001-01-01T00:00:00Z,,,198705,1988-01-01T00:00:00Z,10,11,21
112,12729,4120,Kototebakari,Makushita 8 West,Sadogatake,2003-07-08T00:00:00Z,183.7,128.3,202201,,67,37,104
3780,885,0,Koriki Kazuhiro,,Araiso,1980-11-07T00:00:00Z,176.0,130.0,199901,2008-09-01T00:00:00Z,189,194,383
5005,849,0,Shinobuyama Shinobu,,Izutsu,1981-12-26T00:00:00Z,176.0,86.0,199805,2001-01-01T00:00:00Z,36,41,77
7086,7789,0,Shimachikara,,Minato,0001-01-01T00:00:00Z,,,198601,1986-03-01T00:00:00Z,0,0,0
212,12736,4127,Wakamiyabi,Makushita 37 West,Futagoyama,2003-06-20T00:00:00Z,183.0,149.0,202203,,57,41,98
6296,1723,0,Shinnishiki,,Takasago,1970-02-10T00:00:00Z,194.0,177.5,198807,1990-09-01T00:00:00Z,45,25,70
8817,11266,0,Oseyama,,-,0001-01-01T00:00:00Z,,,195905,1959-09-01T00:00:00Z,1,7,8
8295,11197,0,Kotomidori,,Sadogatake,1941-02-20T00:00:00Z,,,195903,1962-09-01T00:00:00Z,78,65,143
4893,1099,0,Shuto Takashi,,Musashigawa,1980-10-04T00:00:00Z,186.0,109.0,200007,2001-03-01T00:00:00Z,11,10,21
6841,7726,0,Tsurugasato,,Hanaregoma,1963-06-16T00:00:00Z,173.0,115.0,198105,1983-05-01T00:00:00Z,25,51,76
5226,221,0,Takayoshino Nobuyuki#,,Naruto,1972-12-13T00:00:00Z,176.0,114.5,198803,1998-05-01T00:00:00Z,210,217,427
3534,1139,0,Aotsurugi Kenta,,Tagonoura,1982-12-16T00:00:00Z,182.5,126.5,200103,2009-05-01T00:00:00Z,154,126,280
6118,2322,0,Wakashoriki Masataka,,Matsugane,1976-10-20T00:00:00Z,174.0,76.0,199203,1993-01-01T00:00:00Z,9,19,28
3391,12180,0,Ishii Daiki,,Chiganoura,1995-10-07T00:00:00Z,177.0,161.0,201405,2016-11-01T00:00:00Z,53,38,91
4303,11982,0,Tsurufuji Tomohisa,,Isegahama,1991-02-18T00:00:00Z,174.0,131.0,201111,2013-01-01T00:00:00Z,6,15,21
346,7167,3026,Hamadayama,Sandanme 69 West,Shibatayama,1991-12-02T00:00:00Z,171.0,104.2,200703,,327,387,714
1386,3926,0,Tamanoumi Daitaro,,Nishonoseki,1923-01-02T00:00:00Z,181.0,120.0,193705,1961-01-01T00:00:00Z,128,140,268
464,1156,0,Mogaminishiki,Jonidan 83 East,Kise,1982-10-28T00:00:00Z,180.5,147.0,200103,2024-03-27T00:00:00Z,421,521,942
2715,8750,0,Muronohana,,Takashima,1948-05-30T00:00:00Z,173.0,75.0,196405,1967-09-01T00:00:00Z,56,56,112
8055,11711,0,Kase,,-,0001-01-01T00:00:00Z,,,196607,1966-09-01T00:00:00Z,0,0,0
674,6753,0,Kaisei Ichiro,,Oshima,1986-12-18T00:00:00Z,195.0,187.8,200609,2022-09-01T00:00:00Z,590,592,1182
3959,612,0,Kairyu Yasushi,,Hanaregoma,1972-04-06T00:00:00Z,180.0,111.0,198805,2002-01-01T00:00:00Z,234,262,496
196,12275,3666,Hayanami,Sandanme 24 West,Musashigawa,1997-12-19T00:00:00Z,188.0,125.0,201601,,177,171,348
4516,6430,0,Takaazuma Katsushige,,Tamanoi,1981-07-17T00:00:00Z,178.6,158.0,200405,2008-09-01T00:00:00Z,99,63,162
779,7711,0,Yahikoyama# Toru#,,Oshiogawa,1960-04-14T00:00:00Z,170.0,114.0,197603,1983-03-01T00:00:00Z,135,152,287
2851,8684,0,Hidekuni,,Tatsunami,1950-06-04T00:00:00Z,179.0,79.0,196601,1968-01-01T00:00:00Z,26,37,63
993,1375,0,Masudayama Yasuhito,,Kasugano,1951-04-10T00:00:00Z,187.0,152.0,197403,1989-07-01T00:00:00Z,626,671,1297
980,4127,0,Wakashimazu Mutsuo,,Futagoyama,1957-01-12T00:00:00Z,186.5,121.0,197503,1987-07-01T00:00:00Z,515,330,845
7643,10655,0,Hinatatani#,,-,0001-01-01T00:00:00Z,,,195503,1958-05-01T00:00:00Z,5,11,16
8358,11239,0,Kyonishiki,,Tatsunami,1943-11-20T00:00:00Z,,,195905,1962-05-01T00:00:00Z,51,67,118
8689,11285,0,Uminishiki,,-,0001-01-01T00:00:00Z,,,195907,1960-11-01T00:00:00Z,19,28,47
7820,11036,0,Yamada,,-,0001-01-01T00:00:00Z,,,195801,1958-03-01T00:00:00Z,0,0,0
8839,11068,0,Suehiro,,-,0001-01-01T00:00:00Z,,,195803,1958-09-01T00:00:00Z,6,10,16
3119,7130,0,Kainoryu Hiroki,,Tomozuna,1991-09-03T00:00:00Z,179.0,117.5,200703,2021-05-01T00:00:00Z,280,279,559
438,12228,3618,Oatari,Jonidan 70 West,Shikihide,1999-11-27T00:00:00Z,177.0,129.0,201503,,169,215,384
298,7143,3002,Amakaze,Makushita 38 East,Oshiogawa,1991-07-07T00:00:00Z,184.0,200.5,200703,,433,387,820
7749,10814,0,Komesawa,,-,0001-01-01T00:00:00Z,,,195605,1958-07-01T00:00:00Z,6,10,16
284,11861,0,Itadaki,Sandanme 40 East,Isenoumi,1994-09-05T00:00:00Z,188.0,145.0,201003,2024-01-31T00:00:00Z,280,271,551
4171,12188,0,Yamauchi Hayato,,Nishikido,1996-08-28T00:00:00Z,180.0,112.0,201409,2015-01-01T00:00:00Z,4,1,5
3050,6901,0,Tominobori,,-,0001-01-01T00:00:00Z,,,195109,1960-07-01T00:00:00Z,54,61,115
7838,8238,0,Hirahara,,Kasugayama,1960-03-27T00:00:00Z,170.0,72.0,197507,1976-03-01T00:00:00Z,6,8,14
8118,8812,0,Katsurashima,,-,0001-01-01T00:00:00Z,,,196705,1967-07-01T00:00:00Z,0,0,0
5615,1504,0,Amagishima,,Dewanoumi,1967-02-28T00:00:00Z,181.7,125.0,198203,1991-09-01T00:00:00Z,189,190,379
6029,2457,0,Toyoda Koji,,Asahiyama,1977-04-04T00:00:00Z,174.0,135.0,199303,1994-09-01T00:00:00Z,23,26,49
7347,6918,0,Futamidori,,Tokitsukaze,0001-01-01T00:00:00Z,,,194405,1959-05-01T00:00:00Z,20,35,55
742,1701,0,Minenosato,,Nishonoseki,1962-10-31T00:00:00Z,185.0,100.0,197803,1990-07-01T00:00:00Z,234,272,506
4016,475,0,Tamaaoi Daiichiro,,Kataonami,1978-04-05T00:00:00Z,177.5,140.0,199403,2003-11-01T00:00:00Z,179,163,342
6483,6702,0,Kitaura,,Futagoyama,1971-10-09T00:00:00Z,173.7,105.5,198709,1988-09-01T00:00:00Z,10,26,36
8639,11297,0,Adachi,,-,0001-01-01T00:00:00Z,,,195909,1961-03-01T00:00:00Z,27,22,49
3787,608,0,Kotobuki Katsuya,,Matsugane,1978-08-07T00:00:00Z,184.0,109.0,199403,2009-05-01T00:00:00Z,291,329,620
751,7443,0,Hakumusashi,,Kagamiyama,1961-07-07T00:00:00Z,171.0,97.0,197711,1984-01-01T00:00:00Z,115,118,233
4357,7244,0,Ranbuzan Keizo,,Shikoroyama,1984-06-25T00:00:00Z,171.0,100.6,200705,2011-05-01T00:00:00Z,72,81,153
3149,12383,0,Kotoimagawa Kyosuke,,Sadogatake,2001-12-13T00:00:00Z,173.0,78.0,201703,2021-03-01T00:00:00Z,62,99,161
2477,8821,0,Murakami,,Tokitsukaze,1946-06-29T00:00:00Z,175.0,95.0,196801,1968-11-01T00:00:00Z,15,20,35
6138,2256,0,Wada Mitsuhiro,,Mihogaseki,1973-08-17T00:00:00Z,177.0,108.0,199111,1993-01-01T00:00:00Z,21,21,42
3900,649,0,Wakasuruga Yoshitake,,Onomatsu,1978-02-08T00:00:00Z,171.5,92.5,199711,2009-09-01T00:00:00Z,249,202,451
2691,8791,0,Hiyoshiyama,,Asahiyama,1948-03-30T00:00:00Z,184.0,79.0,196505,1967-01-01T00:00:00Z,22,34,56
6657,7283,0,Kotonoyama Midori#,,Sadogatake,1965-10-04T00:00:00Z,175.4,98.0,198103,1986-07-01T00:00:00Z,93,124,217
345,12584,3975,Araoyama,Makushita 49 East,Onomatsu,2000-12-12T00:00:00Z,173.0,123.0,201905,,106,104,210
1549,49,0,Misugisato Koji,,Futagoyama,1962-07-01T00:00:00Z,185.0,135.0,197901,1998-07-01T00:00:00Z,698,709,1407
6304,1947,0,Ishikawa Kazuo,,Oshiogawa,1971-01-12T00:00:00Z,184.0,117.7,198901,1990-09-01T00:00:00Z,24,25,49
2757,8700,0,Yasukawa,,Kise,1944-02-20T00:00:00Z,,,196105,1967-07-01T00:00:00Z,120,113,233
3330,5988,0,Oiwato Yoshiyuki,,Hakkaku,1981-05-18T00:00:00Z,178.0,140.0,200403,2018-05-01T00:00:00Z,383,393,776
3921,68,0,Gokenzan Hiroyuki,,Takanohana,1973-07-12T00:00:00Z,194.0,175.0,198903,2006-11-01T00:00:00Z,420,398,818
8084,11310,0,Tamahiyama#,,-,0001-01-01T00:00:00Z,,,196307,1966-05-01T00:00:00Z,53,52,105
4600,2906,0,Takanokuni Tomoki,,Sakaigawa,1987-09-25T00:00:00Z,179.0,145.4,200303,2007-11-01T00:00:00Z,76,99,175
2108,8301,0,Sato,,Takasago,1957-10-02T00:00:00Z,,,197303,1975-01-01T00:00:00Z,16,12,28
7888,9029,0,Kikaishima,,Izutsu,1956-03-13T00:00:00Z,,,197203,1972-11-01T00:00:00Z,6,8,14
2464,3986,0,Wakanokuni Takeo,,Hanakago,1936-04-04T00:00:00Z,181.0,125.0,195303,1969-09-01T00:00:00Z,499,491,990
6797,7529,0,Kototsujimura Naoya,,Sadogatake,1967-06-11T00:00:00Z,183.0,90.0,198303,1984-09-01T00:00:00Z,18,24,42
7591,5281,0,Uwanoumi,,Nishonoseki,1939-07-02T00:00:00Z,,,195605,1962-03-01T00:00:00Z,87,102,189
2170,4284,0,Konryu Bunichiro,,Nishonoseki,1946-02-23T00:00:00Z,175.0,112.0,196105,1973-11-01T00:00:00Z,280,239,519
1009,4099,0,Kirinji Kazuharu,,Nishonoseki,1953-03-09T00:00:00Z,182.0,128.0,196705,1988-09-01T00:00:00Z,773,792,1565
6284,2081,0,Kogo Toshio,,Oshiogawa,1974-07-14T00:00:00Z,175.0,107.0,199003,1991-01-01T00:00:00Z,2,6,8
5362,2641,0,Kotourata Nobuhiro,,Sadogatake,1979-06-14T00:00:00Z,179.0,116.5,199503,1997-07-01T00:00:00Z,43,46,89
3913,162,0,Tamaryoma Kosaku,,Kataonami,1975-07-15T00:00:00Z,176.0,117.0,199511,2009-03-01T00:00:00Z,281,258,539
4580,2828,0,Kozakura Yasuhiro,,Nakamura,1987-02-03T00:00:00Z,182.0,117.1,200209,2007-07-01T00:00:00Z,99,97,196
2525,8431,0,Nakanowatari,,Sadogatake,1947-11-28T00:00:00Z,175.0,75.0,196405,1969-01-01T00:00:00Z,96,86,182
1608,4086,0,Iwatora Kanichi,,Kasugano,1948-01-27T00:00:00Z,176.9,108.0,196205,1979-11-01T00:00:00Z,439,391,830
792,2525,0,Hidehikonoshima,,Isegahama,1960-08-09T00:00:00Z,181.6,93.0,197603,1981-07-01T00:00:00Z,95,121,216
1051,7839,0,Kotoyutaka,,Sadogatake,0001-01-01T00:00:00Z,,,198003,1981-01-01T00:00:00Z,9,12,21
5297,2784,0,Hokutomori Fumihito,,Hakkaku,1971-09-08T00:00:00Z,194.0,198.5,199401,1998-03-01T00:00:00Z,86,84,170
7314,5665,0,Fujinami,,-,0001-01-01T00:00:00Z,,,197803,1978-07-01T00:00:00Z,0,0,0
7050,5121,0,Asanokuni Kunihiko#,,Takasago,0001-01-01T00:00:00Z,,,198611,1988-01-01T00:00:00Z,12,9,21
8682,5153,0,Mitsuhashi Seiji#,,Tomozuna,0001-01-01T00:00:00Z,,,195809,1961-03-01T00:00:00Z,44,62,106
755,7668,0,Akiyama,,Kasugayama,1963-08-29T00:00:00Z,171.0,115.0,197903,1980-09-01T00:00:00Z,23,26,49
4688,6499,0,Morita Sho,,Nishikido,1986-10-11T00:00:00Z,184.0,143.0,200503,2005-09-01T00:00:00Z,3,4,7
8681,11233,0,Tatsukatsuyama#,,-,0001-01-01T00:00:00Z,,,195905,1961-03-01T00:00:00Z,31,29,60
2524,8435,0,Shimogawa,,Kataonami,1944-03-23T00:00:00Z,,,196301,1969-01-01T00:00:00Z,124,113,237
3861,863,0,Tatsuyutaka Harumichi,,Tatsunami,1983-02-01T00:00:00Z,184.0,138.5,199809,2008-09-01T00:00:00Z,203,210,413
640,12289,0,Sawanofuji Tomohiro,,Isegahama,2000-11-09T00:00:00Z,173.0,108.0,201603,2022-09-01T00:00:00Z,74,170,244
1306,4201,0,Mikasayama Mamoru,,Dewanoumi,1935-01-02T00:00:00Z,170.0,83.0,195205,1958-09-01T00:00:00Z,14,25,39
7828,11044,0,Minamigawa,,Tatsunami,1941-07-14T00:00:00Z,,,195801,1962-09-01T00:00:00Z,94,116,210
7079,7779,0,Nakayama,,Tokitsukaze,0001-01-01T00:00:00Z,,,198703,1987-11-01T00:00:00Z,4,3,7
2556,5214,0,Yaegashi Masakazu#,,Hanakago,1943-09-26T00:00:00Z,182.0,90.0,196009,1970-01-01T00:00:00Z,187,186,373
2471,8835,0,Ichiriki,,Takasago,1952-05-30T00:00:00Z,174.0,117.0,196805,1971-01-01T00:00:00Z,44,31,75
6673,5107,0,Motomatsu Tetsuhiro#,,Magaki,1962-02-27T00:00:00Z,185.0,126.0,198401,1986-09-01T00:00:00Z,53,31,84
86,12599,3990,Shishi,Juryo 10 East,Irumagawa,1997-01-16T00:00:00Z,193.0,171.0,202001,,137,92,229
6516,1943,0,Yamaguchiyama,,Kitanoumi,1973-03-03T00:00:00Z,176.0,142.0,198803,1989-01-01T00:00:00Z,1,27,28
318,12230,3621,Dewanosora,Sandanme 68 East,Dewanoumi,1999-07-03T00:00:00Z,178.0,138.0,201503,,187,195,382
2776,6863,0,Dewahikari,,Dewanoumi,1947-01-10T00:00:00Z,,,196109,1967-07-01T00:00:00Z,121,89,210
7009,2768,0,Ike Ryuji,,Takashima,1981-08-19T00:00:00Z,173.0,87.0,199703,1997-05-01T00:00:00Z,0,0,0
